,,,,,,,,,,,,,
,apple,,,,,,,,,,,,
,,,,,,,,,,,,,
,Tweet template,Date,,Tweet,link,Name,Asset,Category,typefully link,,Tool link,Performance,chat gpt 4 prompt
,,,,Bitcoin to 150k,https://twitter.com/onchain_edge/status/1645071244939911170,,,,,,,Fantastic,
,20230021,11/04/2023,,New adresses,https://twitter.com/onchain_edge/status/1645758632674627584,Crypto liquidations,ALL,ALL,https://typefully.com/onchain_edge/0MWMlIj,,,,
,20230004,11/04/2023,,ETH unstaking update,,The Impact of #Shanghai Upgrade on $ETH Unstaking,ETH,ETH,https://typefully.com/onchain_edge/p1hoQMe,,https://studio.glassnode.com/workbench/eth-pos-slash-exit-events,,
,20230026,11/04/2023,,when to buy or sell btc,,aSOPR,BTC,Onchain,https://typefully.com/onchain_edge/1S4EGnS,,https://studio.glassnode.com/metrics?a=BTC&ema=30&m=indicators.SoprAdjusted&mAvg=0&mMedian=0&resolution=24h&s=1584486118&u=1681084800&utm_campaign=woc_03_2023&utm_campaign=woc_03_2023&utm_medium=insights_woc&utm_medium=insights_woc&utm_source=gn_insights&utm_source=gn_insights&zoom=,Fantastic,
,20230022,12/04/2023,,New adresses,,Crypto liquidations,ETH,Onchain,https://typefully.com/onchain_edge/boBKz4z,,https://studio.glassnode.com/metrics?a=ETH&ema=50&m=addresses.NewNonZeroCount&mAvg=0&mMedian=0&zoom=all,,
,20230023,12/04/2023,,MVRV deviation,https://twitter.com/onchain_edge/status/1646166322806509574,MVRV deviation don't miss the top,BTC,Onchain,https://typefully.com/onchain_edge/lGx4IQH,,https://studio.glassnode.com/workbench/b39127d6-2422-4f11-5915-65541659baa1?s=1427118068&u=1681084800&zoom=,,
,20230024,12/04/2023,,Cycle change,https://twitter.com/onchain_edge/status/1646181450549698561,Bitcoin: Cycle Change Detection via Drilling Methods,BTC,Onchain,https://typefully.com/onchain_edge/iOcTb60,,https://studio.glassnode.com/workbench/btc-cycle-change-drilling,Fantastic,
,20230027,13/04/2023,,Did the #Altcoin rally start?,https://twitter.com/onchain_edge/status/1646679670631600129,Did the #Altcoin rally start?,ALL,TA,https://typefully.com/onchain_edge/0mtum8L,,tradingview,,
,20230004,13/04/2023,,Shapella update,https://twitter.com/onchain_edge/status/1646536884418654208,The Impact of #Shanghai Upgrade on $ETH Unstaking,ETH,Onchain,https://typefully.com/onchain_edge/p1hoQMe,,https://studio.glassnode.com/workbench/eth-pos-slash-exit-events,,
,20230028,14/04/2023,,$BTC to $47'000 in the next few months?,https://twitter.com/onchain_edge/status/1646788564141871106,$BTC to $47'000 in the next few months?,BTC,Onchain,https://typefully.com/onchain_edge/Uorqdra,,https://cryptoquant.com/prochart/jCxURDDY7DGgh,,
,20230029,15/04/2023,,Early or late to the bullrun,https://twitter.com/onchain_edge/status/1646798414234161153,Are you early or late to the #crypto rally? 1.8 is the boundary between the bear market and Bullrun.,BTC,Onchain,https://typefully.com/onchain_edge/esp1DOR,,,,
,20230003,16/04/2023,,Here are the best charts I shared this week. It feels illegal to share these #btc charts 👀,https://twitter.com/onchain_edge/status/1647622092005998593,Summary of tweets for the week,All,All,https://typefully.com/onchain_edge/3gfq5Rf,,,,
,20230006,17/04/2023,,,,#bitcoin levels to watch this week 🔥,BTC,TA,https://typefully.com/onchain_edge/WD2l3ll,,,,
,,17/04/2023,,$RNDR on fire,https://twitter.com/onchain_edge/status/1647900414187282432,,,,,,,Excellent,
,20230031,17/04/2023,,Bitcoin month on month comparison,,Bitcoin month on month comparison,BTC,TA,https://typefully.com/onchain_edge/eI1OsWQ,,,,
,,18/04/2023,,How are #Bitcoin Long-Term Holders behaving? ➡️ 14.161M BTC held by Long-Term Holders,https://twitter.com/onchain_edge/status/1648250036424441857,,,,pro chart,,,Excellent,
,20230032,18/04/2023,,How healthy is the $btc market,https://typefully.com/onchain_edge/AK8AsPG,How healthy is the $btc market,BTC,Onchain,https://typefully.com/onchain_edge/AK8AsPG,,,Excellent,
,20230006,18/04/2023,,Btc levels,https://twitter.com/onchain_edge/status/1648422320514695168,#bitcoin levels to watch this week 🔥,BTC,TA,https://typefully.com/onchain_edge/WD2l3ll,,,,
,20230035,19/04/2023,,Correlation between Bitcoin and Gold: Positive Trends,https://typefully.com/onchain_edge/uNQBnyG,Correlation between Bitcoin and Gold: Positive Trends,BTC,TA,https://typefully.com/onchain_edge/uNQBnyG,,https://studio.glassnode.com/workbench/da038c46-94e7-45e4-63e3-4ecfa5d1b7e9?&utm_source=gn_insights&utm_medium=insights_woc&utm_campaign=woc_16_2023,,
,20230001,19/04/2023,,Is the Bitcoin Bear Market Over?,https://typefully.com/onchain_edge/eryMBik,Bitcoin Recovery Dashboard: Strong Market Trend Ahead 🚀,BTC,Onchain,https://typefully.com/onchain_edge/hTsNXGv,,https://studio.glassnode.com/dashboards/signal-btc-recovering-bear?&utm_source=gn_insights&utm_medium=insights_woc&utm_campaign=woc_16_2023,Fantastic,
,,19/04/2023,,Current $BTC Market Cycle Phase,https://typefully.com/onchain_edge/OYHTV5H,,,,pro chart,,,,
,,19/04/2023,,Crypto liquidations,https://twitter.com/onchain_edge/status/1648650013185290241,,,,,,,,
,,19/04/2023,,Crypto fear and greed,https://twitter.com/onchain_edge/status/1648731579286687744,,,,,,,,
,,19/04/2023,,BTC sell wall,https://twitter.com/onchain_edge/status/1648779677367152641,,,,,,,Excellent,
,20230033,20/04/2023,,Net Unrealized Profits and Losses for Bitcoin Market,https://typefully.com/onchain_edge/VjoElFv,Net Unrealized Profits and Losses for Bitcoin Market,BTC,Onchain,https://typefully.com/onchain_edge/VjoElFv,,https://studio.glassnode.com/workbench/51ed32df-c2f4-4b5a-4bdd-1187af404b5c?s=1334686050&u=1681516800&zoom=?&utm_source=gn_insights&utm_medium=insights_woc&utm_campaign=woc_16_2023,,
,20230034,20/04/2023,,Bitcoin Hodlers Dominate Current Market,https://typefully.com/onchain_edge/ixhf6W7,Bitcoin hodlers dominate,BTC,Onchain,https://typefully.com/onchain_edge/ixhf6W7,,https://studio.glassnode.com/metrics?a=BTC&category=&m=supply.RcapHodlWaves&utm_source=gn_insights&utm_medium=insights_woc&utm_campaign=woc_16_2023,,
,,21/04/2023,,Bitcoin On-Chain Activity: Bullish!,https://typefully.com/onchain_edge/WNAz5Fg,,,,,,,,
,,22/04/2023,,5 things to do when the #crypto market is tanking :,https://twitter.com/onchain_edge/status/1649775073673490432,,,,,,,,
,20230037,24/04/2023,,fear and gree recap,https://twitter.com/onchain_edge/status/1650428211413807104,Fear and greed index,BTC,Sentiment,https://twitter.com/onchain_edge/status/1650428211413807104,,,,
,,24/04/2023,,Long Term $BTC Holders have been taking some profits!,https://twitter.com/onchain_edge/status/1650460886447030275,,,,,,,,
,,24/04/2023,,Sell in May,https://typefully.com/?a=37547&d=1446725,,,,,,,,
,,24/04/2023,,ETH MVRV failed breakout?,https://typefully.com/?a=37547&d=1446738,,,,,,,,
,,24/04/2023,,did the btc dump start earlier,https://typefully.com/?a=37547&d=1446744,,,,,,,,
,,24/04/2023,,weak hands shaken out of the market,https://typefully.com/?a=37547&d=1446928,,,,,,,,
,,25/04/2023,,bitcoin price performance,https://twitter.com/onchain_edge/status/1650758427629740033,,,,,,,,
,,25/04/2023,,Bitcoin hash rate,https://typefully.com/?a=37547&d=1446899,,,,,,,,
,,25/04/2023,,TA & onchain analysis is a compass,https://typefully.com/?a=37547&d=1446831,,,,,,,,
,20230036,26/04/2023,,BTC top and bottom indicators,https://twitter.com/onchain_edge/status/1651130448750473216,BTC top and bottom indicators,BTC,Onchain,https://typefully.com/onchain_edge/1ewwmTI,,,,
,,26/04/2023,,$BTC Onchain Long-Term Holder Sentiment update! 🔥,https://twitter.com/onchain_edge/status/1651161116435943426,,,,,,,,put this data in a table with the necessary columns. Please also add a column that says if it's bullish or bearish. Last but not least write a simple conclusion of the data as if you were a crypto influencer on twitter. Say how many metrics are bullish or bearish. Do you need to clarify something about the prompt?
,,26/04/2023,,greatest wealth,https://typefully.com/?a=37547&d=1446845,,,,,,,,
,,26/04/2023,,Knowledge is power,https://typefully.com/?a=37547&d=1446859,,,,,,,,
,,27/04/2023,,Diversify,https://typefully.com/?a=37547&d=1446854,,,,,,,,
,,29/04/2023,,no risk no reward,https://typefully.com/?a=37547&d=1446879,,,,,,,,
1,20230038,01/05/2023,,$BTC LTH Sentiment,https://typefully.com/onchain_edge/nnriAXJ,$BTC Onchain Long-Term Holder Sentiment update! 🔥,BTC,Onchain,https://typefully.com/onchain_edge/nnriAXJ,,,,
2,,01/05/2023,,$BTC top and bottom metric,,,,,,,,,
3,,01/05/2023,,UPDI short term,,,,,,,,,
4,,01/05/2023,,,,,,,,,,,
1,,02/05/2023,,Did you know 3.2k BTC from 7-10+ yr old age bands revived this week?,https://typefully.com/onchain_edge/rult1v9,,,,,,,,
2,,02/05/2023,,Ancient Bitcoin Supply Status,https://typefully.com/onchain_edge/hAZnBCX,,,,,,,,
3,,02/05/2023,,,,,,,,,,,
4,,02/05/2023,,USD wealth in young coins,https://typefully.com/?a=37547&d=1481222,,,,,,,,
1,,03/05/2023,,How do we know if Bitcoin has overheated?,https://typefully.com/?a=37547&d=1481277,,,,,,,fantastic,
2,20230039,03/05/2023,,btc backtesting with glassnode is fire,https://typefully.com/?a=37547&d=1486087,btc backtesting with glassnode is fire,BTC,Onchain,https://typefully.com/?a=37547&d=1486087,,,fantastic,
3,20230040,03/05/2023,,Are you wondering when to buy or sell btc,https://typefully.com/?a=37547&d=1485867,Are you wondering when to buy or sell btc,BTC,Onchain,https://typefully.com/?a=37547&d=1485867,,,Excellent,
4,,03/05/2023,,BTC & ETH update newsetter,https://typefully.com/?a=37547&d=1487828,,,,,,,,
1,,04/05/2023,,Get ready to take your $BTC onchain analytics and cryptocurrency game to the next level!,https://typefully.com/?a=37547&d=1492902,,,,,,,Excellent,
2,,04/05/2023,,Backtesting Onchain Metrics in 5 Minutes? Absolutely.,https://typefully.com/?a=37547&d=1485950,,,,,,,fantastic,
1,20230006,08/05/2023,,btc levels to watch,https://twitter.com/onchain_edge/status/1655493664746123264,#bitcoin levels to watch this week 🔥,BTC,TA,https://typefully.com/onchain_edge/WD2l3ll,,,,
2,20230037,08/05/2023,,fear and greed index,https://twitter.com/onchain_edge/status/1655573323651096580,Fear and greed index,BTC,Sentiment,https://twitter.com/onchain_edge/status/1650428211413807104,,,,
3,20230036,08/05/2023,,BTC top and bottom indicators,https://twitter.com/onchain_edge/status/1655529629564940288,BTC top and bottom indicators,BTC,Onchain,https://typefully.com/onchain_edge/1ewwmTI,,,,
4,,08/05/2023,,onchain edge index,https://typefully.com/?a=37547&d=1507105,,,,,,,,
